id,athleteName,year,nationality,sport,reviewStatus,sourceLocator,sourceUrl
aiu-50c7d7af7b33,Rameshwar Munjal,2024,印度,田徑,core_checked,Rameshwar Munjal：AIU 個案決定：PDF 第 1–5 頁；第 2、5–28 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-391-MUNJAL-Decision51.pdf
aiu-035a4b79e093,Emmanuel Kipchumba Kemboi,2024,肯亞,田徑,core_checked,Emmanuel Kipchumba Kemboi：AIU 個案決定：PDF 第 1–4 頁；第 2、5–20 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-352-KIPCHUMBA-Decision32.pdf
aiu-71b27e0cc19d,Liya Guo,2025,中國,田徑,core_checked,Liya Guo：AIU 個案決定：PDF 第 1–4 頁；第 2、5–24 段及註 2–4,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-41-Guo-Decision41.pdf
aiu-ca441528de10,Brimin Misoi Kipkorir,2024,肯亞,田徑,core_checked,Brimin Misoi Kipkorir：AIU 個案決定：PDF 第 1–6 頁；第 2、5–34 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-350-Brimin-KIPKORIR-Decision69.pdf
aiu-4213ba8b75b5,Pradhan Kirulkar,2024,印度,田徑,core_checked,Pradhan Kirulkar：AIU 個案決定：OCR 全文第 1–4 頁；第 4 頁主文另對照原頁影像；第 5–11、18–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-386-Pradhan-KIRULKAR-Decision.pdf
aiu-4207202fdd60,Vivek More,2024,印度,田徑,core_checked,Vivek More：AIU 個案決定：OCR 全文第 1–5 頁，尤其第 5–10、13–25、28–30 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-392-Vivek-MORE-Decision.pdf
aiu-a88d58d818af,Archana Laxman Jadhav,2024,印度,田徑,core_checked,Archana Laxman Jadhav：AIU 個案決定：PDF 第 1–5 頁；第 2、5–38 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-371-JADHAV-Decision.pdf
aiu-c8dba269da3e,Kokebe Abeba Olekeba,2024,衣索比亞,田徑,core_checked,Kokebe Abeba Olekeba：AIU 個案決定：PDF 第 1–6 頁；第 2、5–42 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-318-OLEKEBA-Decision.pdf
aiu-e9caa78a4236,Geoffrey Yegon,2024,肯亞,田徑,core_checked,Geoffrey Yegon：AIU 個案決定：PDF 第 1–5 頁；第 2、5–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-369-Geoffrey-YEGON-Decision.pdf
aiu-4abd9315be9a,Careen Cheptoek,2024,肯亞,田徑,core_checked,Careen Cheptoek：AIU 個案決定：PDF 第 1–4 頁；第 2、5–24 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-387-Careen-CHEPTOEK-Decision.pdf
aiu-1b0e964f6fd3,Sheila Jepkosgei Chesang,2024,肯亞,田徑,core_checked,Sheila Jepkosgei Chesang：AIU 個案決定：OCR 全文第 1–5 頁，尤其第 5–18、23–33 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-299-Sheila-Jepkosgei-CHESANG-Decision.pdf
aiu-90b4e5c36b5a,Elijah Kipkosgei,2024,肯亞,田徑,core_checked,Elijah Kipkosgei：AIU 個案決定：PDF 第 1–4 頁；第 2、5–32 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-341-Elijah-KIPKOSGEI-Decision.pdf
aiu-ce87ea8afd28,Faith Chepchirchir Kiprotich,2024,肯亞,田徑,core_checked,Faith Chepchirchir Kiprotich：AIU 個案決定：PDF 第 1–5 頁；第 2、5–30 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-289-Faith-Chepchirchir-KIPROTICH-Decision.pdf
aiu-6244681f445f,Ezekiel Kipkorir,2024,肯亞,田徑,core_checked,Ezekiel Kipkorir：AIU 個案決定：OCR 全文第 1–4 頁，尤其第 5–11、18–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-332-Ezekiel-KIPKORIR-Decision.pdf
aiu-4cb7a4743053,Aberash Mutala Amena,2024,衣索比亞,田徑,core_checked,Aberash Mutala Amena：AIU 個案決定：PDF 第 1–5 頁；第 2、5–28 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-277-Aberash-Mutala-AMENA-Decision.pdf
aiu-1c2227c89e40,Beatrice Jelagat Cherop,2024,肯亞,田徑,core_checked,Beatrice Jelagat Cherop：AIU 個案決定：PDF 第 1–4 頁；第 2、5–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-298-Beatrice-JELAGAT-CHEROP-Decision.pdf
aiu-8cfa8b5cb399,Kibrom Weldemicael,2024,厄利垂亞,田徑,core_checked,Kibrom Weldemicael：AIU 個案決定：OCR 全文第 1–6 頁，尤其第 5–27、37–44 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-221-Kibrom-WELDEMICAEL-Decision.pdf
aiu-3a4df5768c56,Emmaculate Anyango Achol,2024,肯亞,田徑,core_checked,Emmaculate Anyango Achol：AIU 個案決定：OCR 全文第 1–7 頁，尤其第 5–25、35–44 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-253-Emmaculate-Anyango-Achol-Decision.pdf
aiu-ab4d36119437,Yimer Bililign,2024,衣索比亞,田徑,core_checked,Yimer Bililign：AIU 個案決定：PDF 第 1–5 頁；第 2、5–34 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-198-BILILIGN_Decision_FINAL.pdf
aiu-1625199d365e,Faith Chepkoech,2024,肯亞,田徑,core_checked,Faith Chepkoech：AIU 個案決定：PDF 第 1–4 頁；第 2、5–26 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-251-Faith-Chepkoech-Decision.pdf
aiu-e9edda7565bd,Taoufik Allam,2024,摩洛哥,田徑,core_checked,Taoufik Allam：AIU 個案決定：法文 PDF 第 1–4 頁；第 2、5–23 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-230-Taoufik-ALLAM-Decision.pdf
aiu-1e9026a457aa,Shintsetseg Chuluunkhuu,2024,蒙古,田徑,core_checked,Shintsetseg Chuluunkhuu：AIU 個案決定：PDF 第 1–5 頁；第 2、5–35 段，尤其第 29 段註 2,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-135-CHULUUNKHUU-Decision.pdf
aiu-6ad885e39ba8,Nataliya Lehonkova,2024,烏克蘭,田徑,core_checked,Nataliya Lehonkova：AIU 個案決定：OCR 全文第 1–4 頁，尤其第 5–12、19–26 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-235-Nataliya-LEHONKOVA-Decision_final.pdf
aiu-4a9a2c98804d,Federico Bruno,2022,阿根廷,田徑,core_checked,Federico Bruno：AIU 個案決定：全文第 1–7 頁，尤其第 4–9、21–34、41–48 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-371-Federico-Bruno-Decision85.pdf
aiu-3e47571f3755,Dorcas Jepchirchir Tuitoek,2024,肯亞,田徑,core_checked,Dorcas Jepchirchir Tuitoek：AIU 個案決定：PDF 第 1–4 頁；第 2、5–24 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-207-Dorcas-Jepchirchir-TUITOEK-Decision51.pdf
aiu-dbebd12b843f,Abderrahim Ougra,2024,西班牙,田徑,core_checked,Abderrahim Ougra：AIU 個案決定：OCR 全文第 1–6 頁，尤其第 4.1–4.11、7–17 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-001-Abderrahim-OUGRA-Decision.pdf
aiu-5523f72a84c1,Daniel Muindi,2024,肯亞,田徑,core_checked,Daniel Muindi：AIU 個案決定：PDF 第 1–4 頁；第 2、5–24 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-159-Daniel-MUINDI-Decision.pdf
aiu-9744b78257fa,Jose Eduardo Rodriguez,2024,墨西哥,田徑,core_checked,Jose Eduardo Rodrigeuz：AIU 個案決定：PDF 第 1–5 頁；第 2、5–27 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-156-Jose-Eduardo-Rodriguez-Decision.pdf
aiu-297669cfd900,Lucy Karimi,2024,肯亞,田徑,core_checked,Lucy Karimi：AIU 個案決定：PDF 第 1–4 頁；第 2、5–30 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-112-Lucy-KARIMI-Decision7.pdf
aiu-0640a36be24f,Helen Daniela Baltazar,2024,玻利維亞,田徑,core_checked,Helen Daniela Baltazar：AIU 個案決定：OCR 全文第 1–5 頁，尤其第 5–11、19–29 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-089-Helen-Daniela-BALTAZAR-Decision.pdf
aiu-4f2d1634e1c2,Beatrice Toroitich,2022,肯亞,田徑,core_checked,Beatrice Toroitich：AIU 個案決定：OCR 全文第 1–7 頁，尤其第 4–22、34–48 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-323-Beatrice-TOROITICH-Decision_FINAL.pdf
aiu-c7469bd46410,Sophy Jepchirchir,2024,肯亞,田徑,core_checked,Sophy Jepchirchir：AIU 個案決定：OCR 全文第 1–4 頁，尤其第 5–10、17–24 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-124-Sophy-JEPCHIRCHIR-Decision.pdf
aiu-cceafd3f0bb9,Ibrahim Mukunga Wachira,2022,肯亞,田徑,core_checked,Ibrahim Mukunga Wachira：AIU 個案決定：OCR 全文第 1–7 頁，尤其第 5–36、45–52 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-232-Ibrahim-Mukunga-Wachira-Decision.pdf
aiu-d7f7ab7b8f83,Elias Kiprono Kemei,2024,肯亞,田徑,core_checked,Elias Kiprono Kemei：AIU 個案決定：PDF 第 1–5 頁；第 2、5–31 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-42-Kemei-Kiprono-Decision43.pdf
aiu-edd71a37c411,Josephine Chepkoech,2024,肯亞,田徑,core_checked,Josephine Chepkoech：AIU 個案決定：OCR 全文第 1–5 頁，尤其第 5–14、17–26 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/240521-Josephine-CHEPKOECH-Decision.pdf
aiu-07cadfc24971,Josphat Kipkemboi Kemei,2023,肯亞,田徑,core_checked,Josphat Kipkemboi Kemei：AIU 個案決定：全文第 1–7 頁，尤其第 5–25、34–46 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/240516_KIPKEMBOI-KEMEI_Decision_FINAL.pdf
aiu-a4b539fd16b6,Celestine Chepchirchir,2024,肯亞,田徑,core_checked,Celestine Chepchirchir：AIU 個案決定：PDF 第 1–4 頁；第 2、5–26 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-53-Celestine-CHEPCHIRCHIR-Decision.pdf
aiu-506b41d44f5c,Zerfe Wondemagegn,2023,衣索比亞,田徑,core_checked,Zerfe Wondemagegn：AIU 個案決定：全文第 1–6 頁，尤其第 5–20、28–38 段及第 3 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-295-WONDEMAGEGN-Decision-FINAL.pdf
aiu-00ff932a881a,Agnes Mueni Mutua,2023,肯亞,田徑,core_checked,Agnes Mueni Mutua：AIU 個案決定：PDF 第 1–6 頁；第 2、5–35 段，尤其第 15–16 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-393-MUTUA-Decision18.pdf
aiu-f014dcb08163,Marius Kimutai,2024,巴林,田徑,core_checked,Marius Kimutai：AIU 個案決定：PDF 第 1–4 頁；第 2、5–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-54-KIMUTAI-Decision61.pdf
aiu-5e53b892648b,Farida Soliyeva,2023,烏茲別克,田徑,core_checked,Farida Soliyeva：AIU 個案決定：PDF 第 1–5 頁；第 2、5–31 段及第 15 段註 5,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-222-Soliyeva-Decision.pdf
aiu-e23728ce2e6d,Winnie Jemutai Boinett,2023,肯亞,田徑,core_checked,Winnie Jemutai Boinett：AIU 個案決定：PDF 第 1–4 頁；第 2、5–26 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-438-JEMUTAI-Decision.pdf
aiu-190ce97cb856,Nobert Kigen,2023,肯亞,田徑,core_checked,Nobert Kigen：AIU 個案決定：PDF 第 1–4 頁；第 2、5–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-433-KIGEN-Decision.pdf
aiu-0b4c25ed084d,Rosemary Mumo Katua,2023,巴林,田徑,core_checked,Rosemary Mumo Katua：AIU 個案決定：全文第 1–6 頁，尤其第 4–23、29–40 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-366-Rosemary-Mumo-Katua-Decision.pdf
aiu-95dce4e66605,Caroline Chepkoech Kipkirui,2023,哈薩克,田徑,core_checked,Caroline Chepkoech Kipkirui：AIU 個案決定：全文第 1–6 頁，尤其第 2、7–33、35–40 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-436-Caroline-Chepkoech-Kipkirui-Decision.pdf
aiu-60a72a5b7a67,Purity Temutai Komen,2022,肯亞,田徑,core_checked,Purity Temutai Komen：AIU 個案決定：全文第 1–7 頁，尤其第 5–26、38–45 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-370-23-166-Komen-Decision.pdf
aiu-1d505234acb6,Victoriya Sudarušhkina,2013,俄羅斯,田徑,core_checked,Victoriya Sudarušhkina：AIU 個案決定：第 1–7 頁文字；尤其 1.6–1.7、2.1–2.6、3.2–3.17；未重作底層實驗室鑑識,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-2-Sudarushkina-Decision.pdf
aiu-7518b3ea3038,Kumari (K.M.) Rachna,2023,印度,田徑,core_checked,Kumari (K.M.) Rachna：AIU 個案決定：全文第 1–7 頁，尤其第 5–25、27、30–43 段與第 2、11 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-327-RACHNA-Decision_FINAL.pdf
aiu-6754540e0597,Sarah Chepchirchir,2023,肯亞,田徑,core_checked,Sarah Chepchirchir：AIU 個案決定：PDF 第 1–5 頁；第 4–33 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-388-CHEPCHIRCHIR-Decision_FINAL.pdf
aiu-b803fd27b415,James Gikunga Karanja,2023,肯亞,田徑,core_checked,James Gikunga Karanja：AIU 個案決定：全文第 1–6 頁，尤其第 4–23、30–37 段及第 7 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-285-James-Gikunga-KARANJA-Decision.pdf
aiu-8b4d6c038f72,Hosea Kimeli Kisorio,2023,肯亞,田徑,core_checked,Hosea Kimeli Kisorio：AIU 個案決定：PDF 第 1–4 頁；第 2、5–31 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-338-Hosea-Kimeli-Kisorio-Decision.pdf
aiu-28bc02b13e2c,Maurine Chepkemoi,2023,肯亞,田徑,core_checked,Maurine Chepkemoi：AIU 個案決定：PDF 第 1–4 頁；第 2、5–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-367-Maurine-Chepkemoi-Decision44.pdf
aiu-d5a54df0bdcb,Thomas Kibet Kutere,2023,肯亞,田徑,core_checked,Thomas Kibet Kutere：AIU 個案決定：PDF 第 1–4 頁；第 2、5–29 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-314-Thomas-KIBET-KUTERE-Decision56.pdf
aiu-f462aefdfa47,Samir Jouaher,2022,摩洛哥,田徑,core_checked,Samir Jouaher：AIU 個案決定：法文全文第 1–6 頁，尤其第 4–30、33–45 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-33-Jouaher-Decision-FRA2019.pdf
aiu-3741d9499180,Esther Birundu Borura,2023,肯亞,田徑,core_checked,Esther Birundu Borura：AIU 個案決定：PDF 第 1–5 頁；第 2、5–30 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-245-Esther-Borura-Decision_final.pdf
aiu-d662751a534d,Janat Chemusto,2023,烏干達,田徑,core_checked,Janat Chemusto：AIU 個案決定：PDF 第 1–5 頁；第 2、5–35 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-177-Janat-CHEMUSTO-Decision.pdf
aiu-b420ee0df19f,Jennifer Gonzalez Caro,2022,智利,田徑,core_checked,Jennifer Gonzalez Caro：AIU 個案決定：全文第 1–6 頁，尤其第 4–26、32–41 段與第 5 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-266_22-269-Jennifer-GONZALEZ-CARO_DECISION_FINAL.pdf
aiu-65a2f8bc978d,Agness Jeruto Barsosio,2022,肯亞,田徑,core_checked,Agness Jeruto Barsosio：AIU 個案決定：全文第 1–5 頁，尤其第 5–15、22–32 段及第 4 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-092-Agness-Jeruto-BARSOSIO-Decision.pdf
aiu-3d6cd250fd44,Fantu Eticha Jimma,2023,衣索比亞,田徑,core_checked,Fantu Eticha Jimma：AIU 個案決定：全文第 1–6 頁，尤其第 5–20、27–38 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-064-Fantu-Eticha-JIMMA-Decision.pdf
aiu-6d028ca80c10,Vasiliy Kharlamov,2012,俄羅斯,田徑,core_checked,Vasiliy Kharlamov：AIU 個案決定：第 1–6 頁文字；尤其 1.6、2.1–2.6、3.2–3.17；未重作底層實驗室鑑識,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-242-Vasiliy-KHARLAMOV-Decision.pdf
aiu-424f8426301d,Bogdan Pishchalnikov,2012,俄羅斯,田徑,core_checked,Bogdan Pishchalnikov：AIU 個案決定：第 1–7 頁文字；尤其 1.7–1.9、2.1–2.6、3.2–3.17；未重作底層實驗室鑑識,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-143-Bogdan-PISHCHALNIKOV-Decision-LIMS.pdf
aiu-1146ed3b5c0e,Esther Macharia,2022,肯亞,田徑,core_checked,Esther Macharia：AIU 個案決定：PDF 第 1–4 頁；第 2、5–29 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-351-Macharia-Decision.pdf
aiu-33e7c4d969f7,Anton Lyuboslavskiy,2012,俄羅斯,田徑,core_checked,Anton Lyuboslavskiy：AIU 個案決定：全文第 1–6 頁，尤其 1.7–1.8、2.1–2.6、3.2–3.17,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-103-Luboslavskiy-Anton-Decision-LIMS.pdf
aiu-004d2e74c500,Yevgeniya Polyakova,2012,俄羅斯,田徑,core_checked,Yevgeniya Polyakova：AIU 個案決定：全文第 1–6 頁，尤其 1.7–1.8、2.1–2.6、3.2–3.17,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-104-Polyakova-Evguenia-Decision-LIMS.pdf
aiu-a32c696dcdbb,Yekaterina Strokova,2012,俄羅斯,田徑,core_checked,Yekaterina Strokova：AIU 個案決定：第 1–7 頁文字；尤其 1.7–1.10、2.1–2.5、3.2–3.17；未重作底層實驗室鑑識,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-105-Strokova-Yekaterina-Decision-LIMS.pdf
aiu-6772c79f3f1d,Purity Cherotich Rionoripo,2022,肯亞,田徑,core_checked,Purity Cherotich Rionoripo：AIU 個案決定：全文第 1–7 頁，尤其第 5–19、24–37 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-114-Purity-Cherotich-RIONORIPO-Decision.pdf
aiu-27be8105679d,Keneth Kiprop Renju,2022,肯亞,田徑,core_checked,Keneth Kiprop Renju：AIU 個案決定：全文第 1–6 頁，尤其第 7–25、29–40 段及第 9、13 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-22-67-Renju-Decision.pdf
aiu-1369ae25c278,Vane Nyaboke Nyanamba,2021,肯亞,田徑,core_checked,Vane Nyaboke Nyanamba：AIU 個案決定：官方處分協議公告 PDF 第 1 頁；第 1–7 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-21-187-Nyanamba-Communication-CRA.pdf
aiu-ce72b844c773,Benik Abramyan,2021,喬治亞,田徑,core_checked,Benik Abramyan：AIU 個案決定：全文第 1–6 頁，尤其第 3、6–20、24–36 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-21-136-Abramyan-Decision.pdf
aiu-33d05bfbbad3,Getaye Fisseha Gelaw,2021,衣索比亞,田徑,core_checked,Getaye Fisseha Gelaw：AIU 個案決定：全文第 1–5 頁，尤其第 5–23、25–26 段及第 4 註,https://www.athleticsintegrity.org/downloads/pdfs/notifications-and-sanctions/en/AIU-21-196-GELAW-Decision_FINAL.pdf
usada-ccd3766a65f8,Evan Boyle,2025,美國,自行車,core_checked,Cycling Athlete Evan Boyle Accepts Sanction for Whereabouts Rule Violation：2026-04-24 公告全文：三次失誤日期與十六個月處分段；Cycling Athlete Evan Boyle Accepts Additional Sanction for Violating Period of Ineligibility：2026-09-09 公告全文：參賽情節、追加兩個月及十八個月總期間段；Evan BOYLE | UCI：UCI 個人頁原始 HTML 的 rider 資料：Evan BOYLE、dob 27.06.2004、nationality USA；國籍資料亦由網頁讀取工具交叉確認,https://www.usada.org/sanction/evan-boyle-accepts-sanction/
usada-30c9fa7aa386,Emily Oberst,2026,美國,輪椅籃球,core_checked,Wheelchair Basketball Athlete Emily Oberst Accepts Public Warning：2026-09-01 公告全文：未事先取得 TUE、canrenone、未來授權與無成績取消段；Emily Oberst：Team USA 個人頁：Emily Oberst、Paralympian 2024、Paralympic Experience,https://www.usada.org/sanction-public-warning/emily-oberst-accepts-public-warning/
usada-7774f20822ed,Robert Jerry Qualls,2024,美國,田徑,core_checked,U.S. Track & Field Athlete Robert Qualls Accepts Sanction for Anti-Doping Rule Violation：2024-06-26 公告全文：U.S. 標題、採樣物質、三年期間與成績取消；Track & Field Athlete Robert Jerry Qualls Accepts Additional Sanction for Violating Period of Ineligibility：2025-08-13 公告全文：兩場違規參賽、追加三個月與三十九個月總期間,https://www.usada.org/sanction/robert-qualls-accepts-doping-sanction/
usada-25958bca1e21,Cary Cooper,2024,美國,田徑,core_checked,U.S. Track and Field Athlete Cary Cooper Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/cary-cooper-accepts-doping-sanction/
usada-56c015d731e4,Johnny Maynard,2024,美國,田徑,core_checked,U.S. Track and Field Athlete Johnny Maynard Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/johnny-maynard-accepts-doping-sanction/
usada-ee1ce8ee98f6,NaLyssa Smith,2024,美國,籃球,core_checked,U.S. Basketball Athlete NaLyssa Smith Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction-public-warning/nalyssa-smith-accepts-public-warning/
usada-c459cc791bed,Ella Nicholson,2024,美國,舉重,core_checked,U.S. Weightlifting Athlete Ella Nicholson Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction-public-warning/ella-nicholson-accepts-public-warning/
usada-abb5a10e0ed3,Breezy Johnson,2023,美國,滑雪,core_checked,U.S. Skiing Athlete Breezy Johnson Accepts Sanction for Whereabouts Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/breezy-johnson-accepts-whereabouts-sanction/
usada-578b30358464,Jaron Flournoy,2022,美國,田徑,core_checked,U.S. Track & Field Athlete Jaron Flournoy Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jaron-flournoy-accepts-doping-sanction/
usada-16f2d1c7b31c,Frank Travieso,2023,美國,自行車,core_checked,U.S. Cycling Athlete Frank Travieso Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/frank-travieso-accepts-doping-sanction/
usada-03cbaa641dbb,Christian DesChamps,2023,美國,自行車,core_checked,U.S. Cycling Athlete Christian DesChamps Accepts Sanction for Whereabouts Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/christian-deschamps-accepts-anti-doping-violation/
usada-42343d04a699,Katelyn Kirby,2023,美國,舉重,core_checked,U.S. Weightlifting Athlete Katelyn Kirby Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/katelyn-kirby-accepts-doping-sanction/
usada-7da5b8af5ba7,Tyler Sundeen,2023,美國,曲棍球,core_checked,U.S. Field Hockey Athlete Tyler Sundeen Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/tyler-sundeen-accepts-doping-sanction/
usada-8091f0d610a6,Ina Pfuhler,2023,美國,自行車,core_checked,U.S. Cycling Athlete Ina Pfuhler Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/ina-pfuhler-accepts-doping-sanction/
usada-18da72e16a59,Mariah Park,2023,美國,舉重,core_checked,U.S. Weightlifting Athlete Mariah Park Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/mariah-park-accepts-public-warning/
usada-da041cee5592,John Frey,2023,美國,自行車,core_checked,U.S. Cycling Athlete John Frey Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/john-frey-accepts-doping-sanction/
usada-cbf0f5afcf61,Evan Forrest,2023,美國,舉重,core_checked,U.S. Weightlifting Athlete Evan Forrest Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/evan-forrest-accepts-doping-sanction/
